X0,X1,X2,X3,Y
28,4,89,81,53,0
77,43,90,50,94,1
31,12,22,83,78,0
43,78,7,52,94,0
55,3,98,79,18,0
81,91,60,25,53,1
68,88,78,21,70,0
66,60,46,61,77,1
76,11,60,8,83,0
0,4,81,59,6,0
40,97,96,25,96,0
31,50,36,60,32,1
44,1,94,33,94,1
5,60,17,24,0,0
61,79,87,0,22,1
64,17,15,43,74,1
99,57,13,26,3,0
68,92,78,97,76,1
84,49,36,11,5,1
0,43,60,78,8,1
33,17,46,69,24,0
11,91,10,58,24,1
46,93,79,50,93,0
32,51,36,58,20,0
36,93,26,59,56,1
26,1,94,75,70,0
95,67,54,80,31,1
3,63,70,96,46,0
14,77,6,56,70,1
73,47,16,9,13,1
82,90,94,13,66,0
90,88,85,36,27,1
69,79,28,6,50,1
25,12,95,58,56,0
41,49,52,55,41,1
89,23,45,59,67,1
82,50,17,16,22,0
60,57,91,1,81,1
33,62,59,84,93,1
34,17,3,38,25,1
89,75,28,93,24,1
26,86,60,99,49,1
5,34,30,31,88,0
20,43,75,26,40,0
9,18,30,34,78,0
50,29,19,72,62,0
43,42,11,2,88,0
39,40,66,17,7,1
32,68,25,84,28,1
63,22,3,80,43,0
83,7,32,65,33,1
67,45,69,4,50,1
60,19,6,42,69,0
70,85,4,97,82,1
67,30,99,24,87,1
14,70,2,16,53,0
3,56,56,12,51,1
85,36,10,90,88,0
34,32,91,76,44,1
82,53,67,74,81,1
54,50,60,5,60,1
63,44,51,8,88,1
45,86,41,49,22,1
99,54,54,77,28,1
57,3,4,33,31,0
12,1,65,33,57,1
40,66,48,59,21,1
52,4,95,24,78,1
54,61,97,95,53,1
83,61,1,87,47,1
14,0,64,18,4,0
89,64,36,92,94,0
67,22,83,49,19,1
76,19,47,35,10,0
57,34,59,99,20,0
74,2,73,70,53,0
63,10,74,16,49,1
46,81,57,52,50,1
74,32,73,20,97,1
54,12,1,27,26,0
63,74,63,55,55,1
58,33,99,96,64,1
42,42,86,35,24,1
74,24,80,20,32,1
95,31,10,66,60,0
16,15,97,93,81,1
47,4,60,47,80,1
90,89,89,75,44,1
90,88,14,42,6,1
94,87,94,90,11,0
62,33,71,34,77,1
10,70,75,85,0,0
60,14,53,26,26,0
29,30,42,31,61,1
93,81,43,28,16,0
63,79,44,70,95,1
98,50,56,22,16,0
32,76,14,29,63,1
13,95,74,97,73,1
55,95,94,80,18,0
35,74,93,69,82,1
59,43,85,9,69,0
71,21,7,63,69,0
89,69,28,50,84,0
37,85,54,47,83,1
58,71,21,34,75,1
8,79,13,55,92,0
48,30,28,45,45,0
88,43,71,58,99,1
45,62,21,12,97,0
35,63,41,91,97,1
13,54,7,29,45,1
36,56,49,90,33,0
65,35,23,75,77,1
97,23,69,31,73,0
87,1,51,23,66,1
43,62,41,6,50,1
12,47,84,18,77,1
81,0,47,52,84,1
55,69,35,59,0,1
53,5,39,83,31,1
44,49,63,84,1,1
9,94,61,8,17,0
80,31,25,75,30,1
90,52,83,56,42,1
86,80,31,48,55,1
57,47,39,67,48,1
81,51,40,62,66,0
24,99,62,53,63,1
61,5,69,88,25,1
40,55,98,14,36,0
2,99,11,5,15,0
67,90,61,13,73,1
67,47,81,14,74,1
10,42,78,49,97,1
47,9,38,20,14,1
30,82,60,80,11,1
26,77,0,70,17,0
61,36,31,34,8,0
27,92,3,70,54,0
10,48,55,16,52,1
46,5,73,35,55,0
1,68,84,93,22,0
65,28,21,59,36,1
6,12,83,29,24,0
46,31,72,76,71,0
27,4,15,36,87,0
47,78,22,42,78,1
42,9,35,40,72,1
62,68,10,0,35,0
76,13,67,17,82,1
53,15,36,59,97,0
30,56,54,71,16,1
49,65,89,7,86,1
19,70,74,81,93,1
84,96,6,13,6,1
12,13,65,96,52,0
11,5,68,60,40,1
91,10,5,36,59,0
65,94,37,37,16,1
89,59,14,27,20,0
49,67,29,61,81,1
74,7,7,23,5,1
18,62,15,86,77,0
89,75,34,90,21,1
54,85,78,62,75,0
24,88,39,36,51,1
65,7,84,81,63,1
67,68,43,79,64,1
36,82,67,37,98,1
65,30,65,10,78,0
45,90,87,32,58,0
59,92,68,44,20,1
73,77,40,88,88,0
83,98,13,84,17,1
72,22,45,34,75,0
59,59,51,50,68,1
18,25,1,39,19,1
34,23,30,75,70,0
88,31,5,1,37,1
81,51,30,93,36,1
8,23,51,23,5,1
93,32,77,69,96,1
60,12,2,39,70,0
91,30,10,90,28,1
99,7,19,97,4,1
10,50,45,78,67,1
7,37,88,87,27,1
80,57,77,80,66,1
85,67,7,25,5,0
24,58,28,69,97,0
12,98,41,88,5,1
59,69,42,22,88,1
11,61,67,85,10,1
11,72,34,64,62,0
65,19,9,38,81,0
11,87,61,87,91,1
85,1,78,85,14,1
49,95,10,76,7,1
3,73,68,55,78,1
88,76,18,54,89,0
61,89,99,85,19,1
11,59,14,65,90,1
91,92,35,68,88,0
80,33,63,55,10,1
47,31,52,26,53,0
0,8,6,63,39,0
36,4,60,5,9,1
24,17,49,40,16,1
22,7,44,38,45,0
56,63,35,71,45,1
92,21,80,83,2,1
37,18,86,90,47,0
71,63,80,23,29,0
77,56,97,90,81,1
65,37,48,78,98,1
74,43,75,13,48,1
89,9,66,43,32,1
86,59,71,13,8,1
32,91,42,20,80,1
90,43,42,11,88,1
26,60,14,55,46,1
64,42,31,24,83,1
72,9,41,91,30,0
46,54,59,98,17,0
94,11,59,0,21,0
27,61,33,94,75,1
52,24,8,28,57,1
17,8,18,0,0,1
46,10,22,70,50,0
9,16,38,85,26,1
44,11,18,27,56,0
65,97,61,8,84,1
49,16,64,9,94,0
73,59,69,68,45,1
73,55,98,97,21,0
53,77,75,19,80,1
64,22,5,80,71,1
5,45,84,12,85,1
22,41,38,66,99,1
92,94,85,78,99,1
60,54,61,91,18,0
15,34,19,21,69,1
16,73,43,8,61,1
44,30,2,4,49,1
78,31,5,49,98,1
66,25,73,41,81,1
89,95,76,21,99,1
38,16,81,91,74,1
81,18,85,19,65,1
92,74,61,15,37,1
66,85,33,33,37,1
46,51,0,87,91,1
49,82,31,8,74,1
26,89,21,1,16,0
93,25,31,66,96,1
79,56,0,10,42,1
4,88,65,78,73,1
84,53,48,86,91,1
48,63,34,34,60,1
21,80,80,22,65,0
89,84,10,34,11,1
85,47,93,30,12,0
45,8,55,2,53,0
71,22,96,34,53,1
93,48,8,80,69,1
31,78,74,66,78,1
43,19,16,46,31,1
15,4,51,41,82,1
44,64,88,24,24,0
23,72,35,76,84,0
74,5,40,32,45,1
71,10,58,35,71,1
63,4,43,0,43,1
1,71,81,49,81,1
24,16,89,22,70,1
10,11,86,37,38,0
56,40,23,39,77,1
3,95,80,48,31,1
28,38,11,54,75,1
20,28,85,64,94,0
15,8,3,37,64,0
33,93,57,83,37,1
50,92,88,47,98,1
3,58,38,82,18,1
90,49,15,16,11,1
40,4,71,38,45,1
13,73,67,74,4,1
97,10,71,36,51,0
62,67,59,56,84,1
90,67,38,26,73,1
47,90,48,1,88,1
35,32,82,85,42,1
56,2,86,21,24,1
47,5,69,67,48,1
65,8,92,77,15,0
75,84,18,10,42,0
33,9,75,26,47,1
74,41,62,28,65,0
14,68,2,83,53,1
12,72,48,30,88,1
81,94,14,11,46,1
1,32,64,65,26,1
54,15,26,63,87,1
26,62,59,80,87,0
33,31,46,90,85,1
28,42,69,66,65,1
66,61,60,94,47,1
21,20,79,41,88,1
3,56,99,90,54,1
45,43,35,69,94,1
15,28,95,62,56,0
43,81,19,52,29,1
66,44,14,8,30,1
74,11,43,12,43,1
12,16,24,49,85,1
63,69,17,66,76,1
22,51,70,32,73,1
59,69,98,63,78,1
45,52,40,24,85,1
59,1,30,37,62,1
73,88,90,50,38,1
57,8,90,31,29,1
28,81,92,5,54,1
25,64,73,38,18,1
14,72,70,93,17,1
39,26,54,39,40,1
62,65,60,34,42,1
82,86,48,86,55,1
74,54,12,14,27,1
79,76,94,82,20,0
7,42,41,41,83,0
90,80,53,53,63,1
31,14,58,21,55,1
71,84,17,86,75,0
28,77,81,67,80,1
30,2,24,86,14,1
52,35,69,93,41,0
23,59,53,31,8,1
67,19,28,85,5,0
83,13,57,2,82,1
33,27,91,77,44,0
88,47,17,49,97,1
51,92,8,3,57,1
66,7,71,62,70,1
20,4,54,7,65,1
46,20,96,96,47,1
92,91,61,57,13,1
92,72,82,1,23,0
41,7,46,79,55,1
51,8,61,62,22,0
85,23,51,56,25,1
32,54,98,10,11,1
48,10,58,90,57,1
79,0,45,52,3,1
25,36,53,34,96,1
73,58,39,89,53,1
20,88,19,79,24,1
41,1,2,35,1,1
99,97,57,53,23,1
87,51,23,22,37,1
40,19,62,49,18,1
8,81,16,54,33,0
78,41,32,7,21,1
49,97,76,24,51,1
5,37,48,29,6,1
93,95,26,7,98,1
29,91,61,74,33,1
94,23,18,82,21,1
66,79,48,80,27,0
15,71,71,43,0,1
15,16,39,67,4,0
35,42,91,50,19,1
61,76,79,74,25,1
82,24,9,35,26,1
56,64,19,29,29,1
70,27,51,0,20,1
37,31,16,75,48,1
76,14,9,36,92,1
59,25,14,27,7,1
6,96,10,44,5,1
92,83,83,2,15,1
46,50,31,4,85,1
71,64,2,89,31,1
30,31,9,73,88,1
5,37,7,88,44,1
73,37,73,93,48,0
22,76,95,1,43,1
53,76,85,50,71,1
96,13,5,72,56,0
38,29,1,19,67,1
63,52,86,93,53,1
7,63,9,70,58,1
93,36,41,15,52,1
79,60,77,59,98,1
65,32,92,16,69,0
92,46,77,83,77,0
55,26,12,59,10,0
96,3,44,71,3,1
43,95,11,65,76,1
39,39,20,73,3,1
65,18,56,73,83,1
72,89,76,55,32,1
59,85,54,97,31,1
47,16,22,43,60,0
28,74,41,12,58,1
16,17,49,24,0,1
86,21,50,47,8,1
12,60,46,80,14,1
34,72,95,90,96,1
54,85,55,93,85,1
38,66,8,56,68,1
78,66,35,95,77,1
80,63,84,78,62,1
33,77,25,96,89,1
95,45,76,20,62,1
87,4,12,16,44,1
82,66,6,71,3,0
7,91,85,61,65,1
36,47,50,48,56,0
91,33,82,4,77,1
26,72,12,27,25,1
10,80,82,79,85,1
26,39,18,26,21,0
57,13,42,77,23,0
76,23,82,0,10,1
14,23,96,27,11,1
40,17,64,80,72,1
92,94,55,22,63,1
47,54,78,74,30,1
98,17,4,21,22,1
87,70,74,11,45,1
24,69,81,69,48,0
61,95,71,63,97,1
71,21,30,58,31,1
33,36,56,21,39,0
71,46,8,78,19,1
36,7,87,37,90,1
90,37,88,35,49,1
10,61,9,87,51,1
44,21,49,35,81,1
3,67,91,33,8,1
29,18,71,68,25,1
36,60,90,42,75,1
2,31,87,5,70,1
69,66,47,99,24,1
94,74,62,59,10,1
98,28,1,86,81,0
40,7,33,96,91,1
35,79,70,64,64,0
21,27,58,44,8,1
23,51,90,20,99,1
20,97,95,22,25,1
46,7,15,93,2,0
92,57,76,37,70,1
75,92,72,54,81,1
40,52,4,37,17,1
43,44,17,17,45,1
0,48,22,87,30,0
76,38,95,73,27,0
24,4,86,5,87,1
2,92,89,68,0,1
46,35,94,98,38,1
23,64,95,44,27,1
97,14,29,95,74,1
67,83,19,32,64,1
6,37,6,30,39,1
14,45,76,38,48,1
92,41,1,86,82,1
63,1,52,77,62,1
21,6,86,57,32,1
45,79,96,86,30,1
74,4,3,28,65,1
81,17,29,80,57,1
99,86,66,84,74,0
50,38,61,99,51,1
99,8,96,16,6,1
8,11,49,50,43,1
79,79,19,95,63,0
74,8,16,23,70,1
70,12,96,5,98,1
7,19,7,70,31,1
41,90,62,4,2,1
62,71,29,75,97,1
80,63,11,86,96,1
55,51,87,61,50,1
74,23,82,87,56,1
64,50,57,13,48,1
24,27,33,55,64,1
74,54,40,48,65,1
47,44,24,14,68,1
48,42,78,67,64,1
86,62,74,88,89,1
38,77,5,63,90,1
47,20,87,11,19,1
23,32,84,99,39,1
88,66,89,11,80,1
23,78,43,77,65,1
18,55,91,93,13,1
20,43,80,5,68,1
91,1,50,0,25,1
17,36,42,17,60,1
12,19,59,54,34,1
81,69,74,21,69,1
28,56,51,81,49,1
24,7,76,23,61,0
86,19,94,47,97,1
28,97,18,51,87,1
11,9,68,14,72,1
6,11,15,6,21,0
73,1,15,42,82,1
71,67,83,84,95,0
83,18,10,56,95,1
67,61,98,16,48,1
20,90,64,38,72,1
76,21,54,26,80,0
66,49,56,29,38,0
58,5,12,93,77,1
19,50,44,30,81,0
56,80,40,2,92,1
15,26,69,33,34,0
47,82,26,67,83,1
17,65,34,85,69,1
86,71,62,94,55,1
50,0,22,27,92,1
57,49,99,77,60,1
92,44,95,59,72,0
56,66,60,64,12,1
99,61,81,89,49,1
96,18,87,36,45,1
7,3,68,4,81,1
44,64,17,47,85,1
92,16,42,82,26,0
38,69,94,5,83,1
41,55,25,30,65,1
70,48,57,49,36,1
96,81,64,40,63,1
12,90,92,30,47,0
74,9,7,20,71,1
75,18,56,86,25,1
22,70,6,11,14,1
83,7,58,94,93,1
81,97,18,36,9,1
22,51,58,7,71,1
21,42,11,88,96,1
99,82,2,50,85,1
75,42,68,16,58,1
2,89,61,56,15,1
78,45,72,79,87,1
36,29,41,42,94,1
14,85,25,82,21,1
96,87,64,94,40,1
71,78,74,18,27,1
17,29,20,32,87,1
58,32,35,10,88,1
72,55,98,92,54,1
28,73,24,34,52,1
13,99,90,21,35,1
53,43,53,4,32,1
56,33,16,16,97,1
35,76,9,60,23,1
24,39,72,90,27,1
10,69,58,27,63,1
3,21,37,50,80,1
74,84,68,84,43,1
40,80,44,46,45,1
80,67,58,22,4,1
46,83,95,37,53,1
89,26,91,28,55,0
66,59,14,24,51,1
24,67,0,87,97,1
40,98,33,86,76,1
34,25,49,7,17,1
95,27,6,80,89,1
49,38,1,78,6,1
44,96,1,64,2,1
63,19,74,13,2,1
96,41,95,54,46,1
10,7,64,42,9,1
59,82,63,7,69,0
6,11,31,40,54,1
38,11,40,85,92,0
88,21,42,97,44,0
32,44,14,86,38,1
38,21,30,39,2,1
89,91,32,79,56,1
5,96,71,20,16,1
77,66,52,37,58,1
94,80,68,24,73,1
87,16,44,0,51,1
33,54,49,76,90,1
63,23,65,16,41,1
4,52,79,74,66,1
92,41,77,31,72,1
20,19,14,91,47,0
65,6,47,57,6,1
90,8,14,16,41,1
89,67,64,67,79,1
29,58,7,87,27,1
58,59,69,35,41,1
79,21,6,70,44,1
3,78,11,29,20,1
45,65,93,90,72,1
69,57,97,0,25,1
39,20,24,21,12,1
42,79,47,14,72,1
84,52,29,23,25,1
26,84,51,44,32,1
35,46,48,78,70,1
77,50,66,86,81,1
34,14,80,72,4,1
24,11,29,2,34,1
65,39,36,4,12,1
4,57,1,76,7,1
20,57,37,74,48,1
17,6,69,37,62,1
9,40,44,7,36,1
21,0,90,98,53,1
23,96,35,56,48,1
87,41,40,77,26,1
20,44,14,92,60,1
53,5,76,78,46,1
65,76,74,42,52,0
53,59,27,8,59,1
70,97,34,47,48,1
24,55,4,39,45,1
31,11,50,43,68,1
12,61,54,20,79,1
46,85,71,50,96,1
46,92,39,24,86,0
21,78,35,60,60,1
83,92,88,68,19,1
14,23,1,93,10,1
79,55,42,65,79,1
82,19,13,79,21,1
94,31,63,19,90,1
76,66,14,41,36,1
88,4,94,18,99,1
30,21,88,38,69,1
9,17,8,65,77,1
57,67,21,33,6,1
47,58,96,70,47,1
90,16,38,10,28,0
72,14,92,30,36,1
94,67,93,44,15,1
65,38,90,15,81,0
90,72,74,71,59,1
65,43,80,90,62,1
44,33,23,89,67,1
14,75,53,37,49,1
41,36,57,27,18,1
32,68,16,17,34,1
30,48,48,24,94,1
7,72,32,59,98,1
21,77,1,54,12,1
95,90,63,8,79,1
62,65,99,29,19,0
72,78,23,23,4,1
31,12,7,4,57,1
58,41,84,26,17,1
77,70,15,97,24,1
8,58,66,88,24,1
33,90,2,29,3,1
64,36,89,93,84,1
65,77,54,95,42,1
54,11,33,37,61,1
94,51,12,31,95,1
29,99,55,10,51,1
75,17,72,64,64,1
60,71,21,29,40,1
99,8,67,73,82,1
70,66,56,20,38,1
91,82,53,66,9,1
29,70,3,12,90,1
33,51,54,40,25,1
54,71,11,74,1,1
87,74,65,96,83,1
10,74,17,0,31,1
74,40,43,6,92,1
16,98,23,22,68,1
4,52,37,15,48,1
41,1,22,19,32,1
20,83,45,95,65,1
37,93,89,83,67,1
44,10,50,72,73,1
87,50,40,44,45,1
64,81,83,58,42,1
92,21,61,23,83,1
24,81,68,11,53,1
5,34,57,17,11,1
81,55,83,71,45,1
75,27,54,67,60,1
50,14,91,8,26,1
62,32,25,5,46,1
82,22,98,5,23,1
24,86,30,26,77,1
21,30,99,64,66,1
46,82,11,24,18,1
5,38,68,10,65,1
93,87,86,93,89,1
82,3,55,86,37,1
71,20,97,53,49,1
90,79,90,26,46,1
37,28,78,95,22,1
10,75,35,88,51,0
29,45,27,43,35,1
55,93,9,48,47,1
8,69,2,47,55,1
70,2,76,30,45,1
43,70,9,81,60,1
10,84,32,74,92,1
14,74,30,17,23,1
20,14,27,22,85,1
41,97,69,63,41,1
48,62,46,46,34,0
82,78,35,5,40,0
17,16,21,79,85,1
29,69,51,83,52,1
34,2,48,6,77,1
22,12,88,1,29,1
48,2,30,80,65,1
2,50,39,55,67,1
74,93,10,26,96,1
53,51,37,29,75,1
37,19,1,72,2,1
57,84,11,83,58,1
92,80,65,62,75,1
33,26,94,63,13,1
92,66,38,46,10,1
67,7,16,41,49,1
10,36,61,82,54,1
66,1,87,98,33,1
30,8,75,3,35,1
93,72,88,36,27,0
72,36,88,99,27,1
88,58,2,58,99,1
64,52,53,15,77,1
0,49,29,33,97,1
93,86,47,85,89,1
47,73,63,70,78,1
30,31,46,57,94,1
54,64,81,80,14,1
70,77,63,68,2,1
37,36,92,75,96,1
84,76,55,17,17,1
30,72,98,15,54,1
11,75,2,58,14,1
53,84,76,70,12,1
45,71,77,30,30,1
5,92,11,3,23,1
65,3,10,75,50,1
57,20,96,60,87,1
59,3,72,64,18,1
89,49,59,30,47,1
38,30,92,15,75,1
99,60,37,37,27,1
60,20,63,53,1,0
38,4,24,56,76,1
34,50,18,12,3,1
77,75,9,10,90,1
25,7,3,96,3,1
48,31,62,26,89,1
13,94,14,90,59,1
31,55,5,61,4,1
4,66,22,21,24,1
6,68,21,42,10,1
41,0,35,78,45,1
71,91,21,61,56,1
46,96,57,91,30,1
97,66,92,39,11,1
84,80,44,32,60,1
80,20,79,64,65,1
65,47,6,8,39,1
50,0,42,37,66,1
85,46,6,88,91,1
42,87,38,24,70,1
79,9,65,37,15,1
39,63,33,35,66,1
90,93,55,20,49,1
36,31,92,37,45,1
43,51,61,93,23,1
55,22,98,44,98,1
42,73,26,57,42,1
12,14,77,97,90,1
97,32,40,8,45,1
29,45,48,20,61,1
28,85,20,32,93,1
17,14,36,13,1,1
20,51,33,3,80,1
34,34,62,99,20,1
12,30,45,28,76,1
1,25,29,13,15,1
8,71,60,86,24,1
55,11,55,63,91,1
12,55,95,28,83,1
23,56,82,67,60,1
0,82,90,86,3,1
2,53,23,75,45,0
27,71,57,51,46,1
35,25,31,99,63,1
62,35,80,55,25,1
46,17,79,52,8,1
97,9,9,85,49,1
87,17,40,26,81,1
79,43,24,75,99,1
40,22,82,50,55,1
66,54,70,53,25,1
36,42,57,30,21,1
66,18,48,88,74,1
46,80,85,32,82,1
12,88,82,16,73,1
14,57,23,22,82,1
23,54,63,18,9,1
9,68,21,58,72,1
44,33,40,30,50,1
81,16,45,26,22,1
58,92,68,98,90,1
96,91,81,37,12,1
30,66,36,45,3,1
96,89,0,61,99,1
30,90,36,67,38,1
14,44,73,25,54,1
2,80,73,88,78,1
87,23,36,23,21,1
52,43,54,52,97,1
43,74,46,80,8,1
86,44,49,33,7,1
89,55,25,49,64,1
22,95,3,79,97,1
20,73,49,73,3,1
10,99,16,40,30,1
18,53,56,46,8,1
89,75,2,85,28,1
35,73,81,86,64,1
99,54,79,10,15,1
11,61,71,40,78,1
77,94,19,83,95,0
40,68,61,81,13,0
22,6,97,27,33,0
43,4,42,44,23,0
84,8,38,55,95,0
66,19,31,5,40,0
95,48,26,50,72,0
10,28,52,24,55,0
88,74,89,69,10,0
81,20,35,45,31,0
51,51,4,59,91,0
5,34,98,83,62,0
69,38,34,34,81,0
85,24,69,73,88,0
44,38,49,48,14,0
94,51,91,18,71,0
25,39,70,25,65,0
74,86,31,74,43,0
35,92,20,8,36,0
89,97,3,18,48,0
98,79,68,65,33,0
70,72,95,19,64,0
13,6,28,1,41,0
52,5,86,88,27,0
14,68,1,56,13,0
73,96,11,60,95,0
16,80,25,6,40,0
5,35,18,43,80,0
45,49,74,12,3,0
78,47,60,86,38,0
17,57,34,93,74,0
34,18,34,55,30,0
36,56,21,76,54,0
28,67,58,21,98,0
23,49,21,31,0,0
38,97,43,32,24,0
82,11,52,19,16,0
44,83,69,34,82,0
35,50,92,47,21,0
9,14,19,59,32,1
14,43,98,65,7,0
54,32,7,21,85,0
64,99,51,36,69,0
86,79,29,2,76,0
31,18,66,76,94,0
74,80,62,16,72,0
34,53,26,29,73,0
9,83,71,17,79,0
48,55,16,74,8,0
62,74,9,28,91,0
55,82,90,0,88,0
2,33,20,88,84,0
11,2,76,13,56,0
22,66,68,45,57,0
11,76,18,87,60,0
4,68,2,75,10,0
67,15,74,34,77,0
94,51,66,99,24,0
54,66,21,41,51,0
53,79,43,47,26,0
27,91,54,32,18,0
4,50,8,43,74,0
94,52,40,96,19,0
3,9,11,26,58,0
9,87,48,57,70,0
62,18,16,87,18,0
89,25,65,73,99,0
84,58,80,15,27,0
6,69,40,73,47,0
57,18,84,35,26,0
73,75,84,52,6,0
18,78,32,61,99,0
50,35,26,5,75,0
50,72,35,83,6,0
95,95,98,48,12,0
95,41,81,88,8,1
30,54,79,56,66,0
67,64,4,27,9,0
22,11,8,0,7,0
52,35,21,45,35,0
92,8,9,2,64,0
42,60,73,34,36,0
60,48,62,48,91,0
19,84,77,60,47,0
35,74,51,11,45,0
53,73,49,16,76,0
13,15,25,12,44,0
78,42,41,98,21,1
90,44,9,11,69,0
94,87,32,23,30,0
29,85,49,68,14,0
85,29,26,22,45,0
30,92,12,31,48,0
23,2,89,71,21,1
95,93,10,88,32,0
5,24,50,46,20,0
45,19,37,54,64,0
89,16,61,71,0,0
50,29,2,63,5,0
17,0,28,48,51,0
2,40,75,26,27,0
98,26,18,27,91,0
78,34,86,99,23,0
84,58,88,35,99,0
8,27,51,79,99,0
22,88,1,11,34,0
35,91,10,27,71,0
75,78,24,63,69,0
46,38,60,80,38,0
92,19,68,52,96,0
66,67,12,10,29,0
24,55,30,83,52,0
99,33,76,31,48,0
40,19,41,18,15,0
49,93,62,82,62,0
58,57,99,30,8,1
87,16,27,73,97,0
80,76,23,0,6,0
33,79,23,12,63,0
26,27,17,93,71,0
9,71,68,20,47,0
58,96,60,24,76,0
22,86,49,71,14,1
35,17,66,46,28,0
59,60,79,8,80,0
83,18,63,6,68,0
19,92,78,24,86,0
79,70,81,13,59,0
41,77,4,38,61,0
48,56,5,79,99,0
93,57,50,73,22,0
9,15,11,81,19,0
86,99,97,52,41,1
10,90,72,51,64,1
13,42,72,1,23,0
90,14,44,40,87,0
94,48,84,67,52,0
24,9,36,75,83,0
12,21,79,31,1,0
30,85,58,48,59,1
49,60,78,17,86,1
83,52,35,52,10,0
93,63,64,55,16,0
91,20,70,72,14,0
32,97,13,30,26,0
95,46,93,96,58,0
88,20,84,64,64,0
58,87,63,77,15,0
85,90,26,45,32,0
50,61,29,99,30,0
85,35,6,35,13,1
90,98,43,91,39,0
67,44,72,60,17,0
72,48,36,39,67,0
42,69,15,22,75,0
83,2,14,94,81,0
84,31,35,59,34,0
54,27,88,96,8,0
8,80,78,48,69,0
51,93,72,88,79,0
1,98,19,45,9,0
65,96,1,78,82,1
98,86,75,72,18,0
63,31,78,48,95,0
85,57,84,11,0,0
64,66,95,80,28,0
42,44,87,8,37,0
64,91,36,20,63,0
25,70,57,92,95,0
35,61,12,4,66,0
47,70,9,2,42,0
81,39,25,89,78,0
81,14,34,90,3,0
80,91,99,23,71,1
20,5,8,7,92,0
11,2,80,20,91,0
68,58,92,82,53,0
74,36,46,31,17,1
63,28,9,2,6,0
83,72,71,11,88,0
52,11,18,82,18,0
79,9,46,35,62,0
32,72,11,62,16,0
25,69,33,69,53,1
46,48,79,39,17,0
94,73,82,3,33,0
69,86,41,93,28,0
51,20,39,31,79,1
98,42,58,76,76,0
22,49,89,53,60,0
1,49,97,72,69,0
42,76,91,82,76,0
67,43,42,16,7,0
70,94,19,67,55,1
97,93,29,18,23,0
61,8,69,20,23,0
65,20,0,62,0,0
21,73,44,25,35,0
24,84,73,57,3,0
55,84,81,1,69,0
29,5,77,45,2,0
97,79,33,48,22,0
32,8,97,63,30,0
63,15,81,71,76,0
68,13,82,47,26,1
57,23,70,54,89,0
18,60,29,68,70,0
98,85,51,48,84,1
36,5,5,19,69,0
68,60,10,86,91,0
53,85,1,25,4,0
29,32,47,94,9,0
19,91,74,76,25,0
62,47,24,35,6,0
44,26,78,61,25,0
95,67,55,59,67,0
90,74,41,70,22,0
3,47,46,63,30,0
7,63,57,83,22,1
67,68,86,21,78,1
73,38,64,74,90,0
17,36,23,68,42,0
40,37,38,47,71,0
98,90,34,55,9,0
95,99,54,28,55,0
42,13,64,35,6,0
58,42,10,45,29,0
8,77,50,67,11,0
67,87,75,83,6,0
4,53,25,85,61,0
35,27,38,72,14,0
52,5,80,72,88,0
93,93,13,88,40,1
81,27,89,34,23,0
61,42,69,1,38,0
52,10,25,20,77,0
48,39,88,86,33,0
79,93,18,60,21,1
57,75,61,25,91,1
74,74,80,32,32,0
24,45,97,63,62,0
24,74,10,79,2,0
96,47,94,66,3,1
92,64,74,27,39,0
87,67,30,28,93,1
9,56,12,75,94,0
74,48,0,77,85,0
41,28,91,69,98,0
88,82,36,55,56,1
24,2,2,74,35,0
36,0,75,68,10,0
12,80,66,68,12,0
20,79,96,64,6,0
58,33,80,58,57,1
91,34,21,25,34,0
29,72,50,71,65,1
68,25,2,25,20,0
31,8,8,95,77,0
75,5,59,17,38,0
12,4,82,80,96,0
35,76,39,79,74,1
12,16,27,8,16,1
84,65,13,53,45,0
1,78,40,22,35,0
81,27,44,14,66,0
99,63,40,14,72,0
54,64,85,23,43,1
63,89,36,9,60,0
19,94,9,82,31,0
64,88,4,72,25,0
23,87,32,2,29,0
77,38,84,28,15,0
0,66,36,22,3,0
34,28,46,31,97,0
63,71,94,54,98,1
71,75,43,31,83,0
87,46,11,19,52,0
88,52,88,48,53,1
31,14,63,21,65,0
84,69,53,85,97,0
48,55,55,46,34,1
78,43,58,40,24,0
16,19,33,23,42,0
41,94,8,61,75,0
78,0,47,40,28,1
42,15,14,5,60,0
40,85,93,76,0,0
81,61,19,4,80,0
29,48,30,33,13,1
87,80,9,34,16,0
8,97,8,44,62,0
22,62,5,38,49,1
87,84,20,82,44,1
62,5,23,3,21,0
13,89,75,47,75,0
69,51,88,19,3,0
39,34,32,44,64,0
69,99,33,40,75,0
32,36,6,13,37,0
41,99,87,83,90,0
67,8,79,84,2,1
25,63,14,59,48,0
77,47,93,10,38,1
56,36,81,13,8,0
3,2,32,96,19,1
40,88,42,69,81,1
75,15,5,53,83,1
68,35,69,45,42,1
79,84,55,15,52,0
2,46,47,81,93,0
22,89,21,75,14,0
79,61,30,96,92,0
26,49,70,75,84,0
8,53,19,38,55,1
57,92,90,2,95,1
46,84,31,75,96,0
26,36,46,37,28,0
63,7,57,14,44,1
87,50,67,20,7,0
23,51,18,21,17,0
49,63,52,25,77,0
17,40,89,2,87,0
33,22,12,12,14,0
14,84,85,61,2,0
5,47,66,70,65,0
75,74,55,78,69,0
45,16,69,72,80,1
8,11,2,74,16,0
74,20,75,79,46,0
