PROTECTED,X1,X2,X3,X4,X5,
0,90,64,8,15,16,1
0,65,68,10,55,24,1
0,98,94,0,21,86,1
0,88,30,60,45,26,0
0,68,48,13,31,32,1
0,41,40,58,52,85,1
0,9,86,3,51,31,0
0,21,42,8,23,41,1
0,68,58,47,60,92,1
0,33,58,72,71,90,0
0,20,67,99,59,14,0
0,62,0,47,57,21,1
0,67,84,97,15,62,1
0,31,49,96,43,9,0
0,14,62,35,88,15,0
0,40,48,78,17,98,1
0,6,95,34,92,65,0
0,80,27,71,13,5,0
0,25,57,47,18,72,1
0,27,28,60,45,14,1
0,22,7,47,44,67,0
0,84,54,16,10,5,1
0,52,51,31,79,15,1
0,74,14,51,25,14,1
0,83,30,32,22,82,1
0,2,15,61,84,85,0
0,68,99,53,34,34,1
0,70,50,31,29,14,1
0,8,52,87,58,48,0
0,78,59,53,94,86,1
0,73,90,83,96,77,1
0,12,60,26,0,1,1
0,92,89,6,0,16,1
0,8,89,62,0,70,0
0,98,34,43,22,8,1
0,29,8,68,7,42,0
0,96,0,8,32,2,0
0,74,71,35,79,48,1
0,49,84,59,5,35,0
0,94,31,33,67,44,0
0,60,47,90,5,66,1
0,35,70,49,91,46,1
0,6,25,89,65,58,0
0,18,56,8,73,11,1
0,26,3,0,66,20,1
0,23,14,14,45,94,0
0,83,32,65,11,85,1
0,53,57,32,69,1,1
0,99,58,8,96,54,1
0,58,3,90,65,95,1
0,77,76,72,45,56,1
0,18,24,42,67,15,0
0,78,78,68,94,20,1
0,17,33,11,57,54,0
0,15,6,54,47,27,1
0,98,99,61,85,26,1
0,53,58,72,72,33,1
0,48,4,42,65,44,0
0,47,56,32,75,19,1
0,92,87,35,19,85,0
0,28,8,0,9,78,1
0,99,3,76,33,52,1
0,14,58,27,40,42,1
0,49,33,42,13,84,0
0,75,44,27,26,21,1
0,95,36,41,85,81,1
0,81,66,53,60,87,1
0,12,8,59,42,41,1
0,89,60,14,74,3,0
0,30,51,78,85,55,1
0,64,84,81,65,33,0
0,45,56,27,78,92,1
0,30,2,28,28,42,0
0,48,67,82,56,58,1
0,23,2,50,58,22,1
0,9,47,65,72,21,0
0,85,28,69,97,91,1
0,43,8,51,55,65,1
0,20,25,6,16,27,0
0,57,97,76,54,20,1
0,35,1,9,63,71,1
0,84,77,41,5,39,0
0,74,76,6,45,77,0
0,77,55,51,16,40,1
0,77,32,49,31,14,0
0,30,70,36,84,12,0
0,46,97,13,33,62,1
0,64,45,50,79,78,0
0,10,94,91,78,68,0
0,47,24,4,40,23,1
0,30,81,36,78,79,0
0,76,72,50,65,9,1
0,66,44,85,36,37,1
0,24,78,94,92,85,0
0,91,42,41,81,73,0
0,29,91,98,23,17,1
0,98,19,11,51,53,1
0,35,55,56,26,45,1
0,15,84,0,12,78,0
0,56,9,58,85,96,0
0,20,92,34,52,3,1
0,66,96,77,29,60,0
0,73,40,78,93,10,1
0,60,85,56,43,94,0
0,96,34,78,71,65,1
0,2,34,43,21,3,0
0,20,98,30,14,1,1
0,82,62,18,24,40,1
0,12,15,34,32,58,1
0,98,76,6,44,97,0
0,23,88,88,47,5,1
0,13,12,37,53,54,1
0,24,48,97,2,21,1
0,11,79,44,87,51,0
0,8,81,6,39,91,0
0,53,57,70,4,60,0
0,76,46,63,29,80,0
0,14,92,54,11,59,0
0,37,47,52,50,79,1
0,10,19,69,40,14,1
0,81,76,40,10,4,1
0,55,68,44,27,11,1
0,1,41,16,12,68,1
0,2,22,38,24,71,0
0,79,25,6,34,28,1
0,5,53,81,41,3,1
0,81,65,38,95,85,0
0,70,13,58,14,52,0
0,34,87,9,54,3,0
0,84,5,16,97,58,1
0,93,71,54,31,66,0
0,7,21,45,32,20,0
0,85,42,6,12,72,1
0,79,83,77,96,34,1
0,60,73,62,93,82,0
0,82,97,91,65,32,0
0,55,9,93,27,17,0
0,79,91,97,8,78,0
0,67,74,98,24,65,1
0,70,15,87,74,88,1
0,69,94,56,23,10,1
0,61,95,59,29,38,1
0,75,10,87,32,33,1
0,70,9,13,85,66,0
0,89,18,45,53,69,1
0,58,63,25,41,79,1
0,56,50,84,30,76,1
0,23,12,97,89,29,1
0,83,47,96,72,37,0
0,43,41,42,45,42,1
0,71,72,21,58,70,1
0,52,9,81,66,82,0
0,11,54,86,6,68,0
0,57,17,64,90,77,1
0,29,28,5,79,52,0
0,61,25,71,53,75,0
0,54,18,18,40,77,1
0,12,19,31,68,88,0
0,11,54,29,37,45,0
0,49,59,6,90,86,0
0,3,57,20,95,96,1
0,60,80,42,91,95,1
0,37,28,60,43,54,0
0,98,26,10,65,50,1
0,71,63,92,48,74,1
0,32,32,36,60,33,1
0,95,30,38,77,70,1
0,95,55,44,34,50,0
0,89,88,54,3,94,1
0,27,37,6,75,90,1
0,17,49,18,10,56,0
0,31,88,5,72,91,1
0,55,64,72,60,95,1
0,36,57,58,85,20,0
0,27,79,10,51,93,0
0,25,1,80,35,55,1
0,17,18,25,83,80,0
0,29,84,17,83,19,0
0,59,90,23,7,20,1
0,60,87,80,17,67,1
0,47,15,85,77,25,1
0,56,94,34,4,27,1
0,58,46,89,95,77,1
0,7,19,69,5,1,0
0,65,52,4,52,30,1
0,24,89,93,68,52,1
0,63,82,83,6,68,1
0,60,66,29,92,78,0
0,11,31,28,0,33,1
0,31,32,60,32,35,1
0,79,75,19,23,49,0
0,89,27,82,8,72,0
0,14,99,96,34,41,0
0,4,25,33,51,65,1
0,80,66,28,7,18,0
0,93,12,6,88,82,1
0,35,19,54,20,66,1
0,86,82,57,29,45,0
0,1,26,13,97,10,1
0,73,65,14,3,33,1
0,84,25,73,5,99,1
0,29,71,21,30,15,0
0,43,22,2,84,78,0
0,20,95,64,13,14,0
0,61,60,94,50,46,0
0,67,15,74,61,84,0
0,79,50,74,50,93,0
0,19,35,76,74,27,1
0,24,40,22,56,74,0
0,41,92,59,39,4,1
0,20,82,32,93,7,0
0,22,47,55,99,10,0
0,70,15,56,1,31,1
0,17,24,18,99,38,0
0,6,62,20,28,97,1
0,34,90,66,53,82,1
0,60,81,46,18,57,1
0,72,65,24,72,59,1
0,62,19,68,10,70,1
0,40,82,57,88,76,1
0,2,18,24,74,55,1
0,38,38,21,86,94,1
0,88,4,87,43,6,1
0,77,71,20,68,82,1
0,66,11,15,85,83,1
0,33,74,7,58,72,1
0,47,45,65,2,42,1
0,19,46,82,54,20,1
0,65,96,45,99,37,0
0,95,62,89,99,83,1
0,78,13,54,6,81,1
0,19,76,57,41,43,1
0,48,9,59,80,44,1
0,4,5,2,76,85,0
0,59,22,13,60,49,1
0,65,52,98,7,22,0
0,0,18,74,37,65,0
0,86,40,0,2,53,1
0,89,62,80,54,6,0
0,99,95,84,29,8,0
0,77,51,33,55,13,1
0,94,73,68,71,36,1
0,39,81,91,96,59,1
0,20,97,41,92,67,1
0,50,66,51,64,48,0
0,79,37,16,33,54,1
0,62,15,97,10,85,1
0,34,55,70,76,55,0
0,1,52,90,88,59,1
0,16,62,41,92,41,1
0,90,69,75,10,97,0
0,15,71,87,30,27,0
0,55,33,94,9,7,1
0,15,42,46,25,67,1
0,44,70,53,57,48,1
0,36,21,53,19,32,1
0,94,11,23,74,41,1
0,12,71,60,70,90,0
0,6,54,91,84,18,0
0,95,56,45,52,19,1
0,48,34,91,86,6,1
0,16,53,25,78,39,1
0,30,95,0,27,73,1
0,29,59,87,55,80,1
0,11,62,83,57,7,1
0,57,18,35,37,74,0
0,93,37,39,84,89,1
0,22,2,84,92,63,0
0,12,78,85,38,43,1
0,46,11,1,96,40,0
0,44,6,96,28,58,1
0,36,38,43,27,34,1
0,94,70,59,13,93,0
0,43,12,60,11,98,0
0,79,11,47,50,16,1
0,22,77,8,93,21,0
0,58,6,37,56,81,0
0,37,0,16,11,62,1
0,0,19,97,0,41,1
0,52,77,53,33,1,1
0,57,98,63,94,44,0
0,54,38,46,4,6,1
0,8,91,62,31,2,1
0,56,51,69,93,69,0
0,27,90,35,35,71,0
0,11,0,9,43,96,0
0,2,37,46,10,70,1
0,40,19,3,55,4,0
0,96,31,70,74,36,1
0,40,49,84,15,56,1
0,82,80,51,36,31,1
0,2,78,92,11,59,0
0,13,29,38,75,55,1
0,37,8,61,34,61,0
0,1,22,36,9,63,1
0,55,45,56,56,42,0
0,28,80,81,23,65,1
0,91,45,58,41,37,0
0,85,93,78,85,26,1
0,3,61,11,67,7,1
0,41,4,12,64,72,1
0,34,86,46,46,27,1
0,61,71,25,16,65,1
0,69,91,17,43,15,1
0,1,78,99,18,14,1
0,90,74,21,67,26,0
0,21,36,10,68,45,0
0,52,75,88,57,42,1
0,63,75,43,74,92,0
0,25,50,68,57,25,0
0,26,84,9,74,34,1
0,29,71,29,73,23,1
0,94,26,88,61,62,1
0,44,97,53,38,72,1
0,76,34,53,38,11,0
0,39,83,55,98,97,1
0,55,3,53,46,70,1
0,94,90,55,73,19,0
0,13,3,78,54,87,0
0,20,87,99,28,75,1
0,31,37,33,7,44,1
0,0,85,58,39,77,1
0,33,84,61,35,53,1
0,55,22,35,59,24,0
0,12,29,20,21,34,0
0,33,81,17,17,75,0
0,86,30,35,73,27,1
0,59,21,18,59,98,0
0,7,72,48,28,26,1
0,1,42,58,13,16,1
0,69,29,5,39,59,1
0,27,17,31,49,92,0
0,12,88,4,21,1,1
0,41,78,51,58,51,1
0,4,88,89,53,32,1
0,75,83,87,21,33,1
0,94,48,83,45,65,1
0,60,4,52,87,26,1
0,2,88,84,85,65,1
0,55,97,6,18,73,1
0,38,35,1,3,33,1
0,72,34,74,96,41,1
0,40,3,26,22,82,1
0,40,64,97,60,91,1
0,1,26,72,93,4,1
0,29,61,73,80,58,0
0,93,0,37,66,57,0
0,57,82,67,14,21,1
0,90,36,4,65,0,1
0,50,76,75,46,46,1
0,44,16,16,34,91,1
0,68,81,36,60,37,1
0,98,59,67,99,59,1
0,82,3,87,64,83,1
0,27,95,38,1,42,0
0,46,20,20,44,93,1
0,49,95,6,44,76,0
0,57,18,55,80,76,1
0,37,65,39,42,82,1
0,78,15,9,78,89,1
0,29,98,92,59,22,1
0,20,79,68,11,38,0
0,40,5,77,38,92,1
0,85,13,28,70,55,1
0,6,92,15,41,53,1
0,24,1,87,34,97,1
0,23,53,79,79,10,0
0,87,25,38,51,73,1
0,11,72,97,61,22,1
0,95,81,65,72,12,0
0,67,68,46,77,38,0
0,13,80,85,58,16,0
0,92,83,2,54,26,0
0,50,55,13,16,99,1
0,61,34,3,53,53,1
0,17,76,24,51,42,1
0,73,62,53,6,53,0
0,77,41,61,66,96,1
0,45,54,41,56,91,1
0,66,86,4,15,64,1
0,72,46,11,17,50,0
0,46,64,59,76,90,1
0,52,91,92,84,48,1
0,63,65,68,9,56,0
0,69,54,91,78,6,1
0,24,83,59,37,48,1
0,85,53,87,5,25,0
0,79,57,76,53,25,1
0,11,0,22,96,34,0
0,39,82,35,14,71,1
0,65,72,62,21,78,1
0,9,32,23,35,21,1
0,39,15,7,74,17,1
0,32,77,39,79,34,1
0,3,28,20,42,25,1
0,88,63,0,64,8,1
0,59,51,86,21,96,0
0,71,22,18,49,95,0
0,89,78,49,30,62,0
0,79,83,93,14,4,0
0,64,40,67,40,34,0
0,83,2,99,87,85,1
0,15,54,21,52,79,1
0,51,28,3,76,25,1
0,93,31,52,7,59,1
0,98,84,35,45,32,0
0,24,46,52,62,50,1
0,50,42,72,29,1,0
0,84,63,16,80,28,1
0,13,1,82,61,45,1
0,53,67,47,55,91,1
0,55,35,77,83,5,0
0,80,2,45,93,90,1
0,10,91,53,97,53,1
0,61,87,25,16,51,1
0,23,52,87,1,13,1
0,27,50,40,19,64,1
0,41,83,61,98,42,0
0,17,15,46,98,70,1
0,44,81,78,29,50,1
0,80,52,53,71,53,1
0,68,2,51,18,15,1
0,2,4,40,67,68,1
0,25,39,18,98,76,1
0,95,85,62,95,85,1
0,88,11,66,24,54,0
0,31,41,49,90,82,1
0,62,18,16,79,44,1
0,46,67,38,58,74,0
0,94,3,78,91,89,1
0,91,91,8,69,52,1
0,40,22,99,34,84,1
0,58,42,14,23,42,1
0,56,40,22,95,33,1
0,93,99,72,2,11,1
0,79,86,31,64,71,1
0,78,64,31,95,91,1
0,71,92,25,96,1,1
0,20,33,2,84,28,1
0,88,30,81,17,32,1
0,43,65,37,59,93,0
0,6,60,47,3,56,0
0,59,22,16,41,9,1
0,91,4,21,35,24,0
0,12,19,42,70,72,1
0,78,80,87,28,8,1
0,84,0,3,27,36,1
0,4,27,74,89,97,0
0,20,50,32,8,55,1
0,85,20,3,80,3,1
0,56,8,82,73,83,1
0,93,25,64,83,13,1
0,35,57,13,39,75,1
0,23,59,25,81,15,1
0,89,21,96,51,33,0
0,4,98,41,70,16,1
0,38,90,79,16,52,0
0,4,54,78,72,36,0
0,69,36,55,29,42,1
0,18,85,12,81,70,0
0,88,83,79,52,65,1
0,36,58,72,89,5,0
0,25,18,51,29,86,0
0,35,29,3,16,47,1
0,52,20,86,43,39,0
0,94,52,37,20,68,0
0,92,14,30,11,68,1
0,32,59,48,53,26,1
0,57,20,36,24,72,1
0,85,35,16,82,26,1
0,11,90,60,23,14,1
0,9,70,17,29,69,0
0,94,64,81,50,40,1
0,72,94,77,57,3,0
0,20,10,34,20,20,1
0,6,84,90,81,92,1
0,75,38,2,88,49,1
0,45,31,61,49,22,0
0,8,48,69,15,45,1
0,67,61,34,47,36,0
0,34,87,9,84,67,1
0,70,36,88,41,23,0
0,67,94,60,78,83,1
0,2,78,58,20,13,0
0,63,3,43,69,75,1
0,56,55,89,5,46,1
0,30,29,84,6,70,1
0,33,52,13,84,51,1
0,99,12,78,41,54,1
0,80,99,18,19,76,1
0,77,23,94,73,78,0
0,76,60,78,24,79,1
0,66,37,16,93,78,1
0,85,19,74,41,62,1
0,90,44,52,72,51,1
0,25,76,68,13,7,1
0,87,61,17,6,39,1
0,54,59,33,74,42,1
0,15,22,41,63,1,1
0,58,66,28,58,96,1
0,84,28,73,36,82,1
0,11,65,43,35,66,0
0,80,80,42,43,76,1
0,0,5,62,0,29,1
0,4,62,97,11,48,1
0,30,91,17,97,75,1
0,91,99,94,30,54,1
0,90,8,76,61,28,1
0,53,69,94,72,99,1
0,73,81,23,30,30,0
0,92,89,42,88,77,1
0,45,10,50,59,44,0
0,96,76,20,64,36,1
0,62,64,70,15,1,1
0,95,23,61,9,59,0
0,99,26,96,60,36,1
0,7,41,81,34,22,1
0,41,54,97,36,86,1
0,45,9,42,50,55,1
0,5,53,56,57,98,1
0,78,20,36,88,96,0
0,41,69,84,83,10,1
0,22,54,94,92,96,0
0,80,26,71,74,13,0
0,33,22,58,91,9,1
0,40,92,51,47,24,1
0,88,82,6,39,6,1
0,38,46,60,52,40,0
0,48,82,53,94,22,1
0,28,83,57,35,79,1
0,4,45,20,54,31,1
0,0,48,75,44,85,0
0,58,19,25,81,68,1
0,19,47,80,43,8,1
0,54,5,37,37,59,0
0,2,68,40,10,36,1
0,2,59,2,29,38,1
0,95,59,33,58,33,1
0,30,68,28,77,11,1
0,46,50,84,73,53,1
0,6,97,31,53,24,0
0,62,84,84,17,1,1
0,21,16,48,18,57,1
0,68,44,0,25,75,1
0,37,18,33,27,69,1
0,49,56,79,36,61,1
0,68,56,28,89,60,1
0,89,71,92,30,96,1
0,78,10,10,15,31,1
0,27,56,22,92,45,1
0,84,90,3,25,36,1
0,4,7,85,79,89,1
0,61,97,39,96,6,1
0,12,96,14,99,26,1
0,75,93,88,42,49,1
0,65,59,54,3,42,1
0,11,40,94,25,20,0
0,54,47,44,79,1,1
0,49,84,35,40,44,1
0,21,29,20,58,81,0
0,88,6,37,12,28,0
0,38,16,97,55,64,1
0,24,26,78,61,93,1
0,45,80,70,86,70,1
0,78,91,35,60,40,1
0,60,59,55,30,99,1
0,51,46,79,90,82,1
0,98,52,84,89,6,1
0,15,20,7,96,64,1
0,63,65,19,39,52,1
0,42,93,53,5,74,1
0,89,88,86,42,67,0
0,10,59,82,23,4,1
0,70,27,41,14,15,1
0,85,62,67,68,63,1
0,31,89,54,52,67,1
0,64,96,16,3,43,1
0,24,97,30,5,64,1
0,38,35,98,16,20,0
0,70,93,54,95,88,1
0,35,4,15,71,63,1
0,93,93,84,92,31,1
0,45,31,86,79,35,1
0,73,75,47,61,83,1
0,30,72,88,17,15,1
0,41,0,1,56,60,0
0,87,62,8,81,68,0
0,2,14,46,35,50,1
0,74,24,9,71,37,0
0,78,49,87,19,24,1
0,88,87,32,28,71,1
0,38,65,98,98,34,1
0,82,62,67,41,56,1
0,2,46,40,21,22,1
0,61,93,22,89,52,1
0,79,19,12,15,22,1
0,93,68,76,78,97,1
0,68,34,85,85,7,0
0,28,97,69,13,86,1
0,85,89,61,23,30,1
0,64,4,85,49,8,1
0,16,73,8,55,98,1
0,1,84,71,95,97,1
0,63,6,24,18,65,1
0,58,25,30,26,92,1
0,10,82,77,54,0,1
0,8,94,60,33,33,1
0,20,90,69,79,8,1
0,37,45,25,9,18,1
0,96,84,57,88,46,1
0,18,24,0,85,37,1
0,85,90,5,45,26,1
0,89,66,74,92,69,0
0,13,12,16,5,9,1
0,78,66,29,90,85,1
0,56,26,88,94,61,1
0,62,90,61,78,85,1
0,10,75,41,18,5,1
0,64,30,36,46,17,1
0,20,61,15,0,56,0
0,4,71,80,29,17,1
0,20,35,17,74,60,1
0,96,44,38,25,44,1
0,64,49,24,76,3,0
0,42,60,81,21,14,1
0,96,45,82,67,9,0
0,56,10,14,6,63,1
0,59,97,88,20,55,1
0,56,63,88,42,81,1
0,77,85,16,6,92,1
0,62,15,4,46,36,1
0,7,1,21,50,68,0
0,37,36,5,28,10,1
0,39,12,90,18,57,1
0,45,40,31,16,9,1
0,19,68,39,25,76,1
0,17,27,15,11,89,1
0,82,23,94,57,62,0
0,73,34,35,82,4,1
0,98,49,79,58,35,0
0,88,20,11,72,67,0
0,11,52,16,17,53,0
0,48,58,96,92,20,1
0,75,81,66,58,4,0
0,34,58,76,17,89,1
0,48,52,38,55,10,0
0,14,24,0,4,73,1
0,16,37,43,7,34,1
0,19,50,5,39,3,0
0,24,17,54,24,76,1
0,5,96,18,32,77,1
0,65,14,51,13,74,1
0,32,96,83,21,5,1
0,96,27,72,52,68,1
0,95,95,37,31,24,1
0,74,50,97,96,72,1
0,71,28,46,69,13,1
0,1,19,46,40,65,1
0,40,59,75,81,67,0
0,74,8,71,44,97,1
0,35,80,5,66,82,1
0,45,5,4,51,69,1
0,24,76,17,3,53,1
0,3,90,63,59,15,1
0,67,76,36,93,38,1
0,0,12,71,47,40,0
0,46,24,0,59,11,1
0,19,66,87,54,86,1
0,23,50,59,30,50,0
0,23,90,62,53,83,1
0,85,51,6,61,46,1
0,49,37,38,86,48,1
0,15,99,99,2,3,1
0,63,49,4,3,72,1
0,7,94,5,20,62,1
0,51,29,23,42,39,0
0,23,70,41,74,57,0
0,78,39,77,15,40,1
0,99,59,16,81,38,1
0,56,61,74,68,49,1
0,52,99,89,4,10,1
0,78,73,85,41,65,1
0,4,36,3,85,97,1
0,30,4,84,93,5,1
0,37,59,91,33,91,1
0,8,77,20,87,60,1
0,89,93,51,68,65,0
0,16,77,57,82,96,1
0,8,37,64,43,97,1
0,14,41,98,51,84,0
0,74,99,7,22,89,1
0,64,83,47,43,96,1
0,64,84,76,27,58,0
0,86,84,45,46,84,1
0,4,14,37,74,31,1
0,29,23,62,25,28,1
0,32,56,62,66,92,1
0,30,16,81,28,1,1
0,50,15,18,78,50,1
0,35,89,51,97,53,1
0,83,43,61,23,68,1
0,37,49,57,24,63,1
0,58,91,94,10,60,1
0,27,8,26,93,83,0
0,31,67,75,49,83,0
0,81,92,62,29,43,1
0,98,41,8,18,7,1
0,12,18,9,33,20,0
0,34,60,66,53,61,1
0,70,36,8,68,20,1
0,99,90,92,3,35,1
0,11,56,24,31,79,1
0,87,30,31,87,42,1
0,2,39,99,67,70,1
0,21,59,39,93,94,1
0,45,70,93,68,74,1
0,12,91,93,87,43,1
0,68,36,76,57,76,1
0,2,8,91,67,56,1
0,28,98,10,58,65,0
0,90,45,3,98,17,1
0,49,66,86,98,56,1
0,28,29,92,62,30,1
0,37,99,46,44,28,1
0,87,39,70,7,71,1
0,35,39,86,22,60,1
0,70,37,30,16,45,1
0,25,54,47,17,85,1
0,99,61,36,41,62,1
0,18,93,78,64,68,1
0,8,95,80,49,3,1
0,54,51,39,5,91,1
0,5,81,88,41,43,0
0,17,18,75,58,70,1
0,39,99,27,45,68,1
0,84,25,58,31,10,1
0,96,91,95,11,45,1
0,38,66,99,79,48,0
0,9,14,31,46,90,1
0,94,72,97,90,8,1
0,71,98,7,15,20,1
0,50,99,26,52,11,1
0,31,56,19,70,70,1
0,61,40,94,59,69,1
0,29,31,29,1,66,1
0,80,78,99,28,70,1
0,7,31,41,36,61,1
0,96,73,67,35,55,1
0,81,86,9,24,93,1
0,68,24,81,2,8,1
0,22,52,74,82,96,1
0,18,97,24,8,33,1
0,45,39,16,85,67,1
0,38,11,89,7,10,0
0,26,72,68,77,72,1
0,59,17,51,42,84,1
0,80,53,74,18,35,1
0,57,91,67,74,99,1
0,25,94,15,39,88,1
0,11,26,36,26,68,1
0,54,56,98,33,37,1
0,16,84,83,6,14,1
0,7,70,72,75,62,1
0,52,12,17,57,6,0
0,37,46,14,64,73,1
0,41,58,99,95,13,1
0,46,45,15,82,55,1
0,23,77,34,18,2,1
0,23,34,47,52,60,1
0,75,35,77,22,99,1
0,42,27,0,98,78,1
0,65,13,78,20,7,1
0,17,62,31,79,53,1
0,73,93,68,91,67,1
0,61,65,76,30,49,1
0,81,72,45,15,44,1
0,18,11,22,59,70,1
0,48,26,13,50,20,1
0,24,77,1,70,69,1
0,32,3,79,29,45,0
0,81,53,91,77,0,1
0,79,29,96,79,70,1
0,56,38,36,48,61,1
0,59,2,51,26,70,1
0,70,80,39,7,68,1
0,64,1,7,94,97,1
0,1,43,64,74,53,0
0,21,55,95,44,19,1
0,29,57,45,71,50,1
0,50,12,94,40,62,1
0,25,42,95,2,54,1
0,23,30,36,14,92,1
0,54,84,94,74,21,1
0,41,5,62,49,45,1
0,84,96,25,50,99,1
0,86,51,64,66,42,1
0,46,55,61,70,53,1
0,39,9,26,47,5,1
0,50,5,6,77,40,1
0,15,10,67,79,70,1
0,84,44,23,58,97,1
0,37,57,29,21,14,1
0,67,73,95,7,68,1
0,36,47,73,58,83,1
0,31,22,64,94,50,1
0,96,26,68,4,69,1
0,41,35,61,25,99,1
0,81,47,25,0,8,1
0,19,28,39,56,14,1
0,79,52,0,37,90,1
0,80,2,61,93,47,1
0,52,32,77,53,31,1
0,80,57,99,77,19,1
0,67,20,38,80,21,1
0,66,63,25,22,77,1
0,19,45,80,72,45,1
0,48,77,62,81,43,1
0,64,30,63,57,89,1
0,58,25,86,50,47,1
0,15,41,66,55,63,1
0,1,52,57,97,63,1
0,17,91,47,80,24,1
0,75,86,21,80,56,1
0,68,7,59,60,10,1
0,66,32,34,24,62,1
0,12,30,27,52,46,1
0,72,72,12,87,15,0
0,38,37,8,75,38,1
0,13,32,58,94,76,1
0,91,19,53,23,84,1
0,15,65,86,92,56,1
0,71,10,81,69,40,1
0,33,60,30,18,65,1
0,30,41,29,44,29,1
0,49,42,53,99,63,0
0,14,18,34,79,38,1
0,63,87,7,3,25,1
0,3,73,28,66,22,1
0,7,89,90,69,12,1
0,86,41,86,45,22,1
0,83,15,48,35,14,1
0,80,25,96,16,63,1
0,19,61,86,8,64,1
0,11,58,44,40,4,1
0,69,32,11,2,49,1
0,99,99,97,80,4,1
0,87,7,32,83,33,0
0,72,10,8,78,95,1
0,94,54,64,40,7,1
0,10,85,44,21,6,1
0,77,12,48,2,14,1
0,51,41,97,95,89,1
0,4,63,31,9,28,1
0,71,28,52,62,1,1
0,78,53,31,38,69,0
0,58,14,24,89,54,1
0,10,9,15,36,96,1
0,67,33,0,96,1,1
0,57,34,42,47,6,1
0,83,16,9,81,75,1
0,24,56,5,26,87,1
0,59,36,34,33,36,1
0,93,8,79,17,35,0
0,62,64,30,62,68,1
0,90,80,15,18,73,1
0,29,34,20,67,26,1
0,7,97,3,64,2,1
0,76,33,13,45,88,0
0,38,50,69,48,8,1
0,95,21,72,75,4,1
0,12,90,54,96,73,1
0,42,28,96,68,30,1
0,10,45,21,59,5,1
0,13,78,66,4,74,1
0,76,13,59,63,67,1
0,82,8,64,67,61,1
0,82,81,32,64,84,1
0,91,32,59,77,41,1
0,90,5,3,43,71,1
0,14,52,20,41,7,1
0,62,81,86,33,30,1
0,79,60,30,27,62,0
0,79,15,84,69,69,1
0,69,59,77,68,55,1
0,16,71,56,29,40,1
0,40,10,32,20,1,1
0,79,18,1,91,44,1
0,8,19,59,5,92,1
0,13,3,94,99,73,1
0,19,75,90,20,32,1
0,35,32,11,90,41,1
0,59,30,58,48,61,1
0,70,13,17,51,2,1
0,11,55,56,89,10,1
0,89,1,7,10,22,1
0,37,97,52,38,19,1
0,28,73,42,46,83,1
0,66,73,42,6,47,0
0,65,71,31,95,84,1
0,84,20,58,65,61,1
0,64,11,95,25,76,1
0,31,49,32,14,40,1
0,53,35,16,29,35,1
0,8,29,93,80,44,0
0,88,77,52,50,16,1
0,24,65,80,93,80,1
0,22,46,36,13,2,1
0,67,79,34,64,9,1
0,22,13,24,11,33,1
0,19,45,17,68,42,1
0,75,23,67,61,53,1
0,16,49,2,80,94,1
0,84,47,79,93,22,1
0,16,51,24,62,49,1
0,42,61,31,78,88,1
0,43,36,34,34,42,1
0,88,70,77,55,35,1
0,50,63,35,40,94,1
0,56,6,10,71,80,1
0,72,10,50,59,77,1
0,17,87,87,24,40,1
0,52,58,26,12,83,1
0,67,5,74,87,41,1
0,11,25,75,95,6,1
0,86,21,33,59,69,1
0,6,4,18,99,81,1
0,93,8,1,96,30,1
0,53,68,75,49,37,1
0,10,73,26,76,27,1
0,14,79,64,64,55,1
0,32,17,15,6,21,1
0,25,78,8,92,35,1
0,56,11,30,41,46,1
0,21,41,61,82,52,1
0,79,93,19,82,44,1
0,50,82,81,86,9,1
0,32,5,22,82,34,1
0,34,11,9,49,79,1
0,97,91,41,11,40,1
0,24,13,20,17,66,1
0,99,63,39,82,25,0
0,77,7,11,74,84,1
0,6,42,46,20,6,1
0,23,59,92,29,44,1
0,58,0,41,28,81,1
0,12,10,92,72,71,0
0,43,62,95,20,90,1
0,87,29,24,71,46,1
0,7,10,27,60,84,1
0,88,84,58,76,70,1
0,64,93,76,25,6,1
0,54,66,43,32,52,1
0,36,38,82,57,70,1
0,70,68,19,29,63,1
0,36,67,3,13,89,1
0,76,33,35,25,5,1
0,32,41,78,34,49,1
0,65,65,20,6,16,1
0,67,63,46,78,25,1
0,81,35,36,59,61,1
0,36,68,78,23,42,1
0,32,26,66,69,77,1
0,79,61,58,0,42,1
0,9,15,99,77,94,1
0,78,34,22,21,9,1
0,8,45,35,48,88,1
0,53,83,65,19,93,1
0,75,48,33,55,60,1
0,52,19,96,35,40,1
0,15,4,75,42,90,1
0,11,22,82,60,19,1
0,14,32,62,41,36,1
0,27,17,53,98,27,1
0,98,99,32,89,87,1
0,86,46,77,97,21,1
0,9,53,91,60,4,1
0,17,47,83,54,5,1
0,38,17,87,79,84,1
0,90,15,63,1,68,1
0,97,2,3,58,73,1
0,41,22,64,54,60,1
0,0,32,40,86,88,1
0,13,83,57,3,17,1
0,6,62,59,38,68,1
0,55,17,26,78,73,1
0,16,37,30,52,96,1
0,88,4,41,89,68,1
0,73,84,55,5,17,1
0,97,82,96,36,38,1
0,97,36,43,94,32,1
0,80,85,61,36,22,1
0,12,20,25,4,20,1
0,41,98,91,7,75,1
0,39,0,65,89,61,1
0,33,45,0,10,21,1
0,52,70,59,56,64,1
0,22,5,59,53,12,1
0,86,23,13,50,24,1
